ID,"Churn (1=yes, 0=No)",Profit,Age,Cancelled,Months since start,Way of payment,Promotion,Region,Profit segment,Sex,Tariff model,Academic title,Revenue from calls (3 months ago),Fixed revenue (3 months ago),Revenue from roaming (3 months ago),Total revenue (3 months ago),Airtime to data service (1 month ago),Airtime incoming (1 month ago),Airtime to mobile (1 month ago),Calls to data service (3 months ago),Calls incoming (3 months ago),Calls roaming (3 months ago)
3127,0,"9,94127422857228",24,0,14,Standing Order,0,5,D,Male,5,0,"3,73617592726534","28,12",0,"31,8561759272653",0,"402,357539138314",0,0,3,0
3128,0,"58,0191443882209",28,0,15,Standing Order,0,0,D,Male,16,0,"25,0060182605922","28,12",0,"53,1260182605922",0,"2102,20762597204","25,2781172596212",0,32,0
3129,0,"41,6987071503197",28,0,11,Standing Order,0,0,D,Male,5,0,"3,53276632598194","30,71",0,"34,2427663259819",0,"435,210467718133","47,5738769460885",0,5,0
3130,0,"107,350384426119",47,1,50,Standing Order,0,4,C,Male,1,0,"10,8454397959241","62,6","35,5122445946076","108,957684390532",0,"1213,4185798506","592,794785364862",0,11,0
3131,0,"51,6683820559967",33,0,10,Standing Order,0,5,D,Female,5,0,"7,94972205285628","28,12",0,"36,0697220528563",0,"129,702733726435","404,323418912732",0,15,0
3132,0,"74,7449341374407",31,0,22,Standing Order,0,4,D,Male,16,0,"4,84727252157565","30,71",0,"35,5572725215757",0,"23,0508194860397",0,0,12,0
3133,0,"14,9844541837276",24,0,37,Standing Order,0,4,C,Male,16,0,"71,6096854171357","30,71",0,"102,319685417136",0,"1054,11487982234","506,694889430997",0,24,0
3134,0,"49,453514469836",24,0,14,Standing Order,0,8,C,Female,16,0,"80,597778002194","30,71",0,"111,307778002194",0,"3037,05193914278","916,860878159246",0,46,0
3135,0,"1,89416040459609",31,0,16,Standing Order,0,3,C,Male,5,0,"116,642590537908","4,89","30,6691762689322","152,20176680684",0,0,0,0,14,0
3136,0,"3,87506562978789",23,0,23,Standing Order,0,7,D,Female,5,0,"13,7131105462668","30,71",0,"44,4231105462668",0,"5305,1468820568","50,7442108085568",0,24,0
3137,0,"61,2928620726932",26,0,42,Standing Order,0,2,D,Male,5,0,"0,551015152155184","30,71",0,"31,2610151521552",0,"145,437530683117",0,0,3,0
3138,0,"33,0995817232116",20,0,15,Standing Order,0,3,D,Male,5,0,"70,1856626155805","30,71",0,"100,895662615581",0,"472,378186747438","132,768405712364",0,54,0
3139,0,"3,6401318196997",24,0,14,Standing Order,0,3,D,Female,5,0,"28,6651299818047",0,0,"28,6651299818047",0,"457,957880895691",0,0,10,0
3140,0,"13,843073336288",23,0,27,Standing Order,0,6,D,Male,16,0,"13,4341314310201","30,71",0,"44,1441314310201",0,"15,3375178603986",0,0,2,0
3141,0,"40,6121426013721",34,0,11,Standing Order,0,3,D,Male,5,0,0,"28,12",0,"28,12",0,"79,2791861425837",0,0,2,0
3142,1,"7,62660938008767",24,0,12,Standing Order,0,1,B,Male,16,0,"244,794775305999","28,12","53,0092522177106","325,92402752371",0,"3231,54410774577","6310,50290205168",0,86,0
3143,0,"127,389074394162",23,0,23,Standing Order,0,8,D,Male,5,0,"102,853622215221","30,71",0,"133,563622215221",0,"1923,90675178348",0,0,6,0
3144,0,"17,434106174591",26,0,14,Standing Order,0,0,D,Male,16,0,"2,34129022799252",0,0,"2,34129022799252",0,"2992,23647088641","76,9126826411174",0,29,0
3145,0,"26,7878666537795",23,0,23,Standing Order,0,7,D,Female,5,0,"14,5085859403246","30,71",0,"45,2185859403246",0,"7404,18403041108","48,4955977099793",0,27,0
3146,0,"46,0037223477125",28,0,13,Standing Order,0,8,D,Male,16,0,"24,4622732624284","28,12",0,"52,5822732624284",0,"150,580787458889",0,0,2,0
3147,0,"16,6043504846127",25,0,10,Standing Order,0,2,D,Female,5,0,"21,772792485241","4,89",0,"26,662792485241",0,"141,063171268373","76,0030853481542",0,1,0
3148,0,"105,586890039458",28,0,42,Standing Order,0,9,D,Male,16,0,"8,26508398373456","28,12",0,"36,3850839837346",0,"99,4435065653944","480,364928441782",0,5,1
3149,0,"76,7964490243218",24,0,13,Standing Order,0,2,D,Female,5,0,"29,0882732998084","28,12",0,"57,2082732998084",0,"3198,43831028576","2583,78182720519",0,10,0
3150,0,"1,61731860821566",25,1,7,Standing Order,0,4,E,Female,16,0,"10,5493871950587","28,12",0,"38,6693871950587",0,"474,755438430756","626,77776085113",0,17,0
3151,0,"71,3542801926459",21,0,10,Standing Order,0,4,D,Female,5,0,"12,797667930235","28,12",0,"40,917667930235",0,"131,366533248332","174,464532186365",0,10,0
3152,0,"51,9580544040386",32,0,23,Standing Order,0,6,D,Male,5,0,0,"28,12",0,"28,12",0,"389,311418446627",0,0,3,0
3153,0,"63,4284581930871",25,0,27,Standing Order,0,4,B,Male,16,0,"138,054480125908","30,71",0,"168,764480125908",0,"2952,48334191812","1378,48942826086",0,37,0
3154,0,"236,125022996705",25,0,7,Standing Order,0,8,E,Male,16,0,"13,7357544442615","30,71","7,36924667040777","51,8150011146693",0,"11440,3720033275","1375,16507411054",0,51,1
3155,0,"29,0805453853257",25,0,8,Standing Order,0,2,D,Female,5,0,"17,1654833960362","28,12",0,"45,2854833960362",0,"186,116833804489",0,0,1,0
3156,1,"358,984587808507",47,0,18,Standing Order,0,2,B,Male,16,0,"174,871648829453","28,12",0,"202,991648829453",0,"24508,425601473","9747,99359159513",0,448,0
3157,0,"54,2744831193975",25,0,17,Standing Order,0,7,D,Male,5,1,"5,82271389518954","28,12",0,"33,9427138951895",0,"4676,26347215381","170,630180908607",0,78,0
3158,0,"14,2702283057342",25,0,13,Standing Order,0,0,C,Male,16,0,"131,31836781284","28,12",0,"159,43836781284",0,"5451,26230648665","2270,51144945701",0,83,0
3159,0,"93,389599612411",28,0,9,Standing Order,0,3,D,Female,5,0,"9,48779468538378","28,12","10,9081369422281","48,5159316276119",0,"4395,50785022731","248,797171375369",0,99,0
3160,0,"4,30181622514473",47,0,31,Standing Order,0,4,D,Male,5,0,"4,46769877030541","30,71",0,"35,1776987703054",0,0,0,0,2,0
3161,0,"156,813860857403",20,0,13,Standing Order,0,3,C,Male,5,0,"71,7490424853986","28,12",0,"99,8690424853986",0,"3021,93734400408","778,232164398104",0,52,0
3162,0,"95,904732797084",22,0,6,Standing Order,0,5,E,Male,16,0,"51,8528271978708","28,12",0,"79,9728271978708",0,"10955,1033815417","1318,20859583272",0,88,0
3163,0,"89,0978672116123",22,0,22,Standing Order,0,2,C,Male,5,0,"72,8773220869718","30,71",0,"103,587322086972",0,"1191,85612614742","560,232336747",0,34,0
3164,0,"79,8247549628767",24,0,25,Standing Order,0,1,D,Male,16,0,"14,0096407585891","28,12",0,"42,1296407585891",0,"388,893541627844","341,468589456223",0,21,0
3165,0,"22,440162200434",47,0,19,Standing Order,0,8,C,Male,16,0,"16,9906761205529","28,12","34,8145388485383","79,9252149690912",0,"305,521563497273",0,0,1,0
3166,0,"229,78865993779",29,0,23,Standing Order,0,7,B,Male,18,0,"282,547042350547","45,36",0,"327,907042350547",0,"7655,17360664392","888,161932401933",0,51,0
3167,0,"113,109296548043",22,0,13,Standing Order,0,7,C,Male,16,0,"66,5078797676805","28,12",0,"94,6278797676805",0,"7805,79873229776","408,639891565673",0,65,0
3168,0,"57,9267772063338",31,0,32,Standing Order,0,9,D,Male,16,0,"3,71630303968767","28,12",0,"31,8363030396877",0,"90,3186390357745",0,0,12,0
3169,0,"17,9662639723935",32,0,26,Standing Order,0,F,D,Male,16,0,"1,83365278147931","30,71","5,46495180672576","38,0086045882051",0,"1183,87460773893","135,809713584483",0,22,0
3170,0,"205,310532491313",22,0,18,Standing Order,0,9,D,Male,5,0,"56,1138276321309","30,71",0,"86,8238276321309",0,"73,4120439483493",0,0,6,0
3171,0,"31,8019451138811",21,0,8,Standing Order,0,6,D,Female,16,0,"10,305591377518","30,71",0,"41,015591377518",0,"1291,46051341008","1125,9038107539",0,4,0
3172,0,"25,3017802849799",33,0,14,Standing Order,0,6,E,Female,16,0,"3,67053600710176",0,0,"3,67053600710176",0,"1547,81641482237","211,016698826084",0,7,0
3173,0,"17,4134903483226",32,0,14,Standing Order,0,9,C,Male,5,0,"63,4508093431508","30,71",0,"94,1608093431508",0,"9220,28858884712",0,0,119,0
3174,0,"185,605127977522",28,0,7,Standing Order,0,8,E,Female,16,0,"32,1050936912399","28,12",0,"60,2250936912399",0,"780,403620220432","1090,61309908066",0,26,0
3175,0,"260,587395655169",33,0,19,Standing Order,0,4,D,Male,5,0,"3,06873668009592","28,12",0,"31,1887366800959",0,"496,859777702399","41,6268557887004",0,12,0
3176,0,"4,35763043030666",27,0,8,Standing Order,0,5,D,Male,16,0,"5,64967761028145","28,12",0,"33,7696776102814",0,"114,802473137949",0,0,2,0
3177,0,"95,1851817225866",31,0,30,Standing Order,0,7,C,Male,4,0,"98,8334736674155","65,19",0,"164,023473667415",0,"5179,36350751307","1445,44908865531",0,107,0
3178,0,"33,9516039500158",27,0,18,Standing Order,0,5,B,Male,16,0,"238,858980540942","47,95",0,"286,808980540942",0,"2188,71713185668","1598,43908871385",0,54,0
3179,0,"21,0225720748639",30,0,39,Standing Order,0,2,D,Male,5,0,"42,5543149694311","30,71",0,"73,2643149694311",0,"156,020110323126",0,0,91,0
3180,1,"318,811693274056",47,0,11,Standing Order,0,8,A,Male,3,0,"292,451321982129","47,95",0,"340,401321982129",0,"33913,5425998635","19625,8569526175",0,94,0
3181,0,"72,673422713454",21,0,9,Standing Order,0,7,D,Male,16,0,"2,47089583063637","28,12",0,"30,5908958306364",0,"548,314390384921","15,1924422400178",0,9,0
3182,0,"121,322450185885",29,0,6,Standing Order,0,2,E,Female,5,0,"32,8677876192831","30,71","2,3740256045422","65,9518132238253",0,"75,3984782653896",0,0,13,3
3183,0,"168,483644400746",47,0,42,Unknown,0,3,C,Male,1,0,"151,225845647963","65,19",0,"216,415845647963",0,"3081,3475586517","930,874577455249",0,78,0
3184,0,"36,3247716112657",26,0,15,Standing Order,0,7,D,Male,16,0,"36,9348635076849","28,12",0,"65,0548635076849",0,"2755,40845730367","891,893220454185",0,61,0
3185,0,"25,0326600414994",29,0,8,Standing Order,0,3,D,Male,8,1,"51,4449012615151",0,0,"51,4449012615151",0,"146,578005987497",0,0,46,0
3186,0,"80,2569101969676",25,0,13,Standing Order,0,0,C,Male,16,0,"129,907545674991","28,12",0,"158,027545674991",0,"5545,84521074147","2534,54051013066",0,93,0
3187,0,"37,0372502397273",31,0,7,Standing Order,0,3,E,Male,5,0,"15,9661173446303","28,12",0,"44,0861173446303",0,"396,19446329342","245,095408147314",0,7,0
3188,1,"169,714285391165",22,0,35,Standing Order,0,5,C,Female,3,0,"182,545345125241","47,95",0,"230,495345125241",0,"22376,1923736852","9075,71443849521",0,139,0
3189,0,"105,250799214778",28,0,37,Standing Order,0,5,C,Male,16,0,"27,9368765961119","28,12",0,"56,0568765961119",0,"3372,90502141864","3767,88774414193",0,22,0
3190,0,"2,35829634650998",39,0,24,Standing Order,0,0,D,Male,5,0,"4,58216152088153","28,12",0,"32,7021615208815",0,"60,389783378764","58,0109525182845",0,11,0
3191,0,"72,4417449132797",25,0,11,Standing Order,0,2,D,Female,16,0,"26,1746765501737","28,12",0,"54,2946765501737",0,"1116,23562172033","251,257575791841",0,11,0
3192,0,"142,096927892714",30,0,26,Standing Order,0,4,D,Male,5,0,"36,0905417243415","30,71",0,"66,8005417243415",0,"1125,51353480989","201,563316225022",0,23,0
3193,0,"29,5399338518632",23,0,20,Standing Order,0,3,D,Male,5,0,"5,07218737751766","28,12",0,"33,1921873775177",0,"56,9757625971388",0,0,14,0
3194,0,"32,7386556343696",31,0,16,Standing Order,0,6,D,Male,5,0,"53,7425096866722",0,0,"53,7425096866722",0,"2883,97055866063","1791,34558728835",0,39,1
3195,0,"100,780893125605",31,0,10,Standing Order,0,3,D,Male,3,0,"58,0651908695035","45,36",0,"103,425190869503",0,"1836,82996888616","459,163881776943",0,22,0
3196,1,"484,430693529541",20,0,6,Standing Order,0,2,E,Male,16,0,"312,880930540753","30,71",0,"343,590930540753",0,"17250,6341648149","10037,9687782144",0,271,0
3197,0,"47,3098398317391",28,0,6,Standing Order,0,9,E,Male,5,0,"1,2047662993908","28,12",0,"29,3247662993908",0,"4,96422210295926",0,0,1,0
3198,0,"36,6042265615515",23,0,23,Standing Order,0,8,D,Male,5,0,"118,338694201907","30,71",0,"149,048694201907",0,"2031,03905761593",0,0,5,0
3199,0,"93,0332481484981",22,0,8,Standing Order,0,9,C,Male,5,0,"73,6214463175799","28,12",0,"101,74144631758",0,"5108,77550283304","1560,06448759963",0,56,0
3200,0,"58,9213820786287",33,0,16,Standing Order,0,5,D,Male,16,0,"17,2566037734888","28,12",0,"45,3766037734888",0,"3171,07339257229","976,391556652818",0,34,0
3201,0,"32,5023251419303",23,0,10,Standing Order,0,3,D,Female,5,0,"0,5801961492852","28,12",0,"28,7001961492852",0,"1998,31488642006",0,0,10,0
3202,0,"1,57017492457607",30,0,15,Standing Order,0,7,D,Male,16,0,0,0,0,0,0,"125,10550842404",0,0,12,0
3203,0,"12,6536812474159",30,0,10,Standing Order,0,6,D,Male,5,0,"9,29378696562215","28,12","56,0737203707008","93,4875073363229",0,"13,9250972151909","32,0600116282934",0,0,0
3204,0,"188,9306542416",21,0,17,Standing Order,0,5,C,Male,16,0,"53,3052451456336","30,71",0,"84,0152451456336",0,"9299,27214119711","1319,61679036025",0,116,0
3205,0,"41,8194533291115",30,0,12,Standing Order,0,5,D,Male,5,0,"5,55494358262253","28,12",0,"33,6749435826225",0,"7,00562471578208",0,0,1,0
3206,0,"317,908656430903",24,0,38,Standing Order,0,5,C,Male,5,0,"59,9574208212053","28,12","272,945556613994","361,022977435199",0,"28228,8206334132","3683,72534383272",0,53,0
3207,0,"59,8764533688922",26,0,36,Standing Order,0,4,D,Male,5,0,"7,17356619555","30,71",0,"37,88356619555",0,"70,516620300528",0,0,3,0
3208,0,"135,09175033278",25,0,15,Standing Order,0,6,C,Male,16,0,"75,7650579366931","28,12",0,"103,885057936693",0,"2434,23881676437","566,629428361187",0,46,2
3209,0,"5,6330218681102",37,0,7,Standing Order,0,4,E,Male,16,0,"6,59705321781396","28,12",0,"34,717053217814",0,0,0,0,0,0
3210,0,"43,5574365823616",22,0,7,Standing Order,0,5,E,Male,16,0,"19,0584050537918","30,71",0,"49,7684050537918",0,"4708,28754076554","910,191150750788",0,46,0
3211,0,"135,33452411847",25,0,6,Standing Order,0,8,E,Male,16,0,"33,7807563914727","28,12",0,"61,9007563914727",0,"927,857575345595","2598,56158447826",0,34,0
3212,0,"6,39571664992885",26,0,15,Standing Order,0,6,E,Female,16,0,"28,6202410981754",0,0,"28,6202410981754",0,"1053,76613734016","20,467876248466",0,3,0
3213,0,"21,8551363098728",27,0,23,Standing Order,0,3,D,Male,16,0,"16,0671487237059","30,71",0,"46,7771487237059",0,"2998,16296825603","390,589044822805",0,104,0
3214,0,"37,7045288777647",23,0,13,Standing Order,0,0,D,Male,16,0,"25,0787585951955","30,71",0,"55,7887585951955",0,"4743,78148702026","384,847383468737",0,35,0
3215,0,"40,7009250545746",24,0,9,Standing Order,0,5,D,Male,16,0,"5,67501967440892","28,12",0,"33,7950196744089",0,"336,431643572115","1184,85804043967",0,3,0
3216,0,"49,948994262599",25,0,19,Standing Order,0,9,C,Female,5,0,"65,564192626431","28,12",0,"93,684192626431",0,"6306,90623733363","505,124189699131",0,48,0
3217,0,"226,662465810703",26,0,31,Standing Order,0,4,B,Male,18,0,"93,2977775144262","62,6",0,"155,897777514426",0,"4585,23883973848","3130,70979373902",0,50,0
3218,0,"48,6491329729364",25,0,8,Standing Order,0,7,D,Male,16,0,"91,043526080879","30,71",0,"121,753526080879",0,"3986,42334988759","68,6412949484866",0,85,0
3219,0,"124,816894109216",29,0,9,Standing Order,0,3,C,Female,5,0,"20,7674000130892","28,12",0,"48,8874000130892",0,"2554,28919605124","383,929748407281",0,22,0
3220,0,"40,1255233004804",27,0,17,Standing Order,0,5,D,Male,16,0,"6,0439052301029","28,12",0,"34,1639052301029",0,"6,54114809797584","65,8647587654067",0,3,0
3221,0,"94,7987537462364",24,0,10,Unknown,0,8,D,Male,16,0,"14,2876383381928","28,12",0,"42,4076383381928",0,"8112,30007941341","723,161289460585",0,21,0
3222,0,"10,9161364801943",25,0,10,Standing Order,0,5,D,Male,16,0,"26,4929852872906","30,71",0,"57,2029852872906",0,"4168,75115611842","491,50083199559",0,32,0
3223,0,"67,4502861533716",36,0,17,Standing Order,0,4,C,Male,5,0,"32,572291718813","28,12",0,"60,692291718813",0,"3840,20105574744","1636,45543187563",0,22,0
3224,0,"275,069036997519",31,0,30,Standing Order,0,7,C,Male,4,0,"92,0151203222248","65,19",0,"157,205120322225",0,"5933,85637824295","1187,70831199211",0,95,0
3225,0,"50,2249113523228",35,0,6,Standing Order,0,6,E,Male,5,0,"1,56417320621918","28,12",0,"29,6841732062192",0,"21,2365589326594","17,6870210092669",0,2,0
3226,0,"242,159030338797",29,0,22,Standing Order,0,7,C,Female,5,0,"75,8037702916023","28,12","90,6437296923518","194,567499983954",0,"6003,28612767063","211,052261107478",0,154,0
3227,0,"259,533078459044",26,0,21,Standing Order,0,8,C,Male,5,0,"111,374449368552","28,12",0,"139,494449368552",0,"8925,54823958408","2340,0164110439",0,75,0
3228,0,"8,43351037179516",24,0,30,Standing Order,0,8,D,Male,16,0,"6,95289485018564","28,12",0,"35,0728948501856",0,"3582,6116956861","212,153852056711",0,47,0
3229,0,"0,572701061799435",25,0,17,Standing Order,0,3,D,Male,16,0,"11,3386679655991","28,12","31,1653877969819","70,624055762581",0,"34,3332959716202","206,448957983784",0,47,0
3230,0,"100,283250616206",25,0,19,Standing Order,0,1,D,Male,16,0,"17,9896696169773","28,12","17,5342912236949","63,6439608406722",0,"2352,63243307883","952,838474588403",0,29,0
3231,1,"7,00471592303181",20,0,11,Standing Order,0,5,C,Male,16,0,"167,501853583496","30,71",0,"198,211853583496",0,"18727,5899504367","48559,3993423869",0,90,0
3232,0,"48,1990622884151",24,0,18,Standing Order,0,7,D,Female,16,0,"8,27663341611562","28,12",0,"36,3966334161156",0,"446,729510356449","738,050342083154",0,25,0
3233,0,"142,750567307428",23,0,10,Standing Order,0,7,D,Male,5,0,"12,4303325793155","30,71",0,"43,1403325793155",0,"1079,97443881651",0,0,6,0
3234,0,"65,3350571625556",37,0,21,Standing Order,0,3,D,Male,5,0,"5,66796795131215","28,12",0,"33,7879679513121",0,0,0,0,0,0
3235,0,"23,8404686201387",28,0,9,Standing Order,0,6,D,Female,16,0,"1,86509251779138","28,12","3,23058544372966","33,215677961521",0,"89,7928332001843",0,0,3,0
3236,0,"51,8034023156587",29,0,13,Standing Order,0,1,D,Male,16,0,"5,16120948293442","28,12","41,5050553250825","74,786264808017",0,"1099,76299800659","92,1349680489631",0,3,0
3237,0,"8,74107424532618",26,1,15,Standing Order,0,6,E,Female,16,0,"29,6070793481318",0,0,"29,6070793481318",0,"804,038054624653","20,1921998735894",0,4,0
3238,0,"180,134912829927",27,0,7,Standing Order,0,2,E,Female,5,0,"93,5689113600962","28,12",0,"121,688911360096",0,"36095,4107001652","8996,96894753581",0,136,0
3239,0,"63,9956012596876",25,0,17,Unknown,0,8,D,Male,16,0,"26,904943572923","30,71",0,"57,614943572923",0,"19,4803602961163",0,0,3,0
3240,0,"67,867467074135",35,0,7,Standing Order,0,9,E,Male,5,0,"7,74393852268959","28,12",0,"35,8639385226896",0,"115,109439900784",0,0,9,0
3241,0,"8,36015890898791",36,0,18,Standing Order,0,4,D,Male,5,0,"2,86264242094925","30,71",0,"33,5726424209493",0,"67,7843295478356",0,0,6,0
3242,0,"28,3432775668424",33,0,18,Standing Order,0,8,D,Male,5,0,"40,1335878386466","28,12",0,"68,2535878386466",0,"630,007384204543","452,632891605274",0,22,0
3243,0,"107,355301199224",22,1,11,Standing Order,0,4,C,Male,5,0,"77,7197296086278","28,12",0,"105,839729608628",0,"270,07655854003","3100,94536990682",0,3,0
3244,1,"629,614088652323",30,0,17,Unknown,0,1,B,Male,5,0,"267,741501024243","30,71","35,0956273639714","333,547128388214",0,"10449,2217569754","9864,99514671964",0,98,4
3245,0,"109,968551944275",47,0,8,Standing Order,0,7,C,Male,5,0,"11,7652575072429","28,12",0,"39,8852575072429",0,"2713,15952753964","1359,72126882539",0,69,0
3246,1,"201,95387252873",30,0,8,Standing Order,0,8,C,Female,16,0,"82,9254763502587","28,12","6,02212991607341","117,067606266332",0,"993,501596356231","150,987977622622",0,10,21
3247,0,"330,773814535299",24,0,13,Standing Order,0,2,D,Male,16,0,"48,0009828458974","30,71",0,"78,7109828458974",0,"4059,28711771001","10,7038317181202",0,17,5
3248,1,"53,4643028801016",20,0,13,Standing Order,0,3,B,Female,16,0,"222,745665097324","28,12",0,"250,865665097324",0,"7880,34015135364","10231,434168512",0,65,0
3249,0,"233,216902044153",24,0,12,Standing Order,0,1,B,Male,16,0,"220,680187918056","28,12","57,176376067542","305,976563985598",0,"2965,10922346034","5190,862220992",0,68,0
3250,0,"148,324584112163",30,0,26,Standing Order,0,3,C,Female,5,0,"72,3490754885655","28,12",0,"100,469075488566",0,"3372,24004751404","331,635985933749",0,13,0
3251,0,"13,5439049389814",23,0,7,Standing Order,0,9,E,Male,16,0,"2,84292848269352","28,12",0,"30,9629284826935",0,"184,358001430492","8,17771219162603",0,11,0
3252,1,"812,799731993528",47,0,43,Standing Order,0,7,A,Male,4,0,"444,204743016872","65,19",0,"509,394743016872",0,"49656,357804984","17836,8260141714",0,365,31
3253,0,"32,3723693251957",29,0,18,Standing Order,0,3,D,Female,16,0,"15,5908594903907","28,12","13,6620192928199","57,3728787832106",0,"70,4295012939595","10,0899976371234",0,1,0
3254,0,"45,5903493140508",24,0,8,Standing Order,0,5,D,Male,16,0,"14,0013394049149","30,71",0,"44,7113394049149",0,"460,627423637883","81,3310566047072",0,15,0
3255,0,"15,9334692359491",29,0,8,Standing Order,0,5,D,Male,5,0,"7,64759460881067","28,12","2,51264680301483","38,2802414118255",0,"97,9018789730477",0,0,8,0
3256,0,"88,7029894466874",26,0,15,Standing Order,0,7,D,Male,16,0,"38,8530179932121","28,12",0,"66,9730179932121",0,"1740,47394099384","788,876865947326",0,54,0
3257,0,"66,0520629502855",26,0,16,Standing Order,0,4,B,Male,5,0,"330,612442177037","30,71",0,"361,322442177037",0,"1728,09519249611","1014,08980653225",0,38,0
3258,0,"42,8041316711427",26,0,10,Standing Order,0,1,C,Male,5,0,"239,802690865831","28,81",0,"268,612690865831",0,"328,142361940492","3521,77786335465",0,75,0
3259,0,"241,07751445094",29,0,7,Standing Order,0,3,E,Male,5,0,"47,1618591329777","30,71",0,"77,8718591329776",0,"2131,25231846666","1586,94527079598",0,50,0
3260,0,"48,257047164851",26,0,14,Standing Order,0,7,C,Male,5,0,"11,1242524478214","28,12",0,"39,2442524478214",0,"5110,43421768046","812,813158592603",0,62,0
3261,1,"395,466798535926",27,0,7,Standing Order,0,4,E,Female,16,0,"349,376169169661","28,12",0,"377,496169169661",0,"1075,44596249342","1421,20678221205",0,26,0
3262,0,"62,6627121538881",25,0,18,Standing Order,0,7,D,Male,16,0,"27,6753011004117","30,71",0,"58,3853011004117",0,"3067,91645630031","274,646897914704",0,42,0
3263,0,"187,166270063422",21,0,19,Standing Order,0,2,C,Male,16,0,"31,5485710998574","30,71","18,2035510278013","80,4621221276587",0,"7288,30711114085","3882,87246814731",0,122,0
3264,0,"18,1763412845555",27,0,26,Standing Order,0,6,C,Male,5,0,"79,3089357205156","30,71",0,"110,018935720516",0,"550,783212127711",0,0,50,0
3265,0,"52,0258206557281",22,0,24,Standing Order,0,0,C,Male,16,0,"143,249400657783","28,12",0,"171,369400657783",0,"7138,06200227728","66,9563751644098",0,92,0
3266,0,"61,793835673201",29,0,8,Standing Order,0,5,D,Male,5,0,"8,41238154610079","28,12","2,35971049295543","38,8920920390562",0,"139,312458051444",0,0,7,0
3267,0,"51,3549942594375",28,0,13,Standing Order,0,8,D,Male,16,0,"20,6272270017975","28,12",0,"48,7472270017975",0,"150,563243241499",0,0,2,0
3268,0,"28,8295157938977",25,0,11,Standing Order,0,9,C,Male,4,0,"69,4893763837085","65,19",0,"134,679376383709",0,"6190,89101922483",0,0,66,0
3269,1,"29,7360812678446",22,0,23,Standing Order,0,3,C,Male,3,0,"174,104777128182","45,36","40,9029535241377","260,36773065232",0,"109,308367279103","255,430736172499",0,35,3
3270,0,"82,4835591740182",29,0,15,Standing Order,0,0,D,Male,16,0,"10,8202059561947","30,71",0,"41,5302059561947",0,"256,407045866382","158,920039736191",0,9,0
3271,0,"9,83413740746709",30,0,11,Standing Order,0,4,D,Male,16,0,"5,12990639556123","28,12",0,"33,2499063955612",0,0,0,0,0,1
3272,0,"53,523325657433",47,0,31,Standing Order,0,4,D,Male,16,0,"0,991514361021552","45,36",0,"46,3515143610216",0,"11476,6165865639",0,0,96,0
3273,1,"710,294556960344",21,0,25,Standing Order,0,5,C,Male,5,0,"113,413174928444","30,71",0,"144,123174928444",0,"1850,49047834355","10142,8718942648",0,4,0
3274,0,"2,77147096389515",29,0,16,Standing Order,0,5,D,Male,16,0,"2,54598638071621",0,0,"2,54598638071621",0,"285,678933756463",0,0,15,0
3275,0,"258,211921097769",25,0,11,Standing Order,0,7,D,Male,16,1,"18,5174354176032","30,71",0,"49,2274354176032",0,"2982,97991177185","169,192519625393",0,16,0
3276,0,"21,6217109175661",31,0,14,Standing Order,0,2,D,Male,5,0,0,"28,12",0,"28,12",0,0,0,0,2,0
3277,0,"97,8839720925573",25,0,13,Standing Order,0,0,C,Male,16,0,"134,07058531676","28,12",0,"162,19058531676",0,"5308,74471592881","2391,71507604306",0,87,0
3278,0,"36,9540315333802",27,0,10,Standing Order,0,4,D,Male,5,0,"1,02975763795184","28,12",0,"29,1497576379518",0,"143,165371103332",0,0,8,0
3279,0,"45,7646043743971",26,0,16,Standing Order,0,8,D,Male,16,0,"12,8557444024828","28,12",0,"40,9757444024828",0,"326,185888278503",0,0,18,0
3280,0,"34,9135795657568",23,0,18,Standing Order,0,3,D,Male,5,0,"7,026165503447","28,12",0,"35,146165503447",0,"146,903412703422","6,50968200320464",0,8,0
3281,0,"163,146922371751",21,0,10,Standing Order,0,1,D,Male,5,0,"54,2319775533579","28,12",0,"82,3519775533579",0,"2580,0881114583","118,693320694825",0,32,0
3282,0,"32,4902058316354",22,0,8,Standing Order,0,5,D,Female,5,0,"21,4877260097462","28,12",0,"49,6077260097462",0,"204,694503655439","65,0276719313452",0,10,0
3283,0,"134,061309306843",22,0,33,Standing Order,0,1,D,Male,16,0,"46,9393864028689","30,71",0,"77,6493864028689",0,"12064,0491408138","2721,49856572047",0,105,13
3284,0,"17,2709063788991",26,0,10,Standing Order,0,6,D,Female,5,0,0,"28,12",0,"28,12",0,0,0,0,0,0
3285,0,"48,6019758097498",25,0,8,Standing Order,0,2,D,Female,5,0,"17,0977648166681","28,12",0,"45,2177648166681",0,"217,975900354014",0,0,1,0
3286,0,"70,9640435893792",27,0,7,Standing Order,0,5,E,Female,5,0,"9,74330743347373","28,12",0,"37,8633074334737",0,"67,0092900302184","216,692916225923",0,3,0
3287,0,"46,759342369397",20,0,15,Standing Order,0,3,D,Male,5,0,"92,0348452448291","30,71",0,"122,744845244829",0,"490,025765039605","113,893160739143",0,64,0
3288,0,"4,71227037192515",21,0,19,Standing Order,0,5,D,Female,5,0,"27,0206500828749","28,12",0,"55,1406500828749",0,0,0,0,0,10
3289,1,"60,0956052982709",26,0,14,Standing Order,0,7,B,Female,16,0,"45,9228532420073","28,12","192,63058638083","266,673439622837",0,"1418,7461236499","62,7774098483815",0,63,1
